Gene Symbol	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells
NDFIP2	1.00	1.00	1.00	1.00	1.00	90.66	1.00	1.00	35.27	54.86
NDRG2	1.00	1.00	1.00	81.61	1.00	68.80	318.28	262.10	112.89	52.28
NDRG4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.04
NDST1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	90.11	26.91
NDST2	1.00	1.00	1.00	89.98	1.00	199.84	1.00	1.00	1.00	1.00
NDUFA10	1.00	1.00	1.00	52.60	74.57	1.00	31.17	48.02	29.57	61.26
NDUFA4L2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	419.01	1.00	580.85
NDUFB9	191.18	1.00	235.84	77.97	166.11	47.11	2258.63	296.53	265.47	578.16
NDUFS1	1.00	1.00	1.00	23.71	123.43	148.08	1.00	1.00	65.52	54.28
NEB	1.00	1.00	1.00	1.00	1.00	1.00	1049.20	1.00	1.00	1.00
NECAP1	77.75	1.00	1.00	70.07	1.00	1.00	1.00	1.00	49.93	36.35
NECAP2	1.00	1.00	161.03	147.50	21.98	1.00	1.00	1.00	100.83	75.42
NEDD4L	54.87	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NEDD9	129.92	1.00	137.85	38.51	1.00	109.16	1.00	1.00	820.34	86.04
NEK5	1.00	18.29	20.78	1.00	9.81	1.00	1.00	1.00	1.00	1.00
NEK6	1.00	1.00	1.00	127.24	241.57	267.04	1.00	49.93	41.73	35.49
NELL2	1.00	151.32	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NET1	1.00	1.00	1.00	1.00	223.22	1.00	1.00	165.38	34.23	113.78
NEURL2	1.00	1.00	1.00	40.03	1.00	1.00	102.86	1.00	1.00	1.00
NEXN	1.00	1.00	1.00	1.00	1.00	1.00	262.81	42.81	1.00	1.00
NFASC	1.00	1.00	1.00	1.00	1.00	1.00	1.00	64.35	1.00	1.00
NFATC2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	55.14	1.00
NFIA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.30	44.61	1.00
NFIB	1.00	1.00	1.00	1.00	1.00	1.00	44.66	85.99	73.09	1.00
NFIC	1.00	1.00	1.00	1.00	1.00	1.00	85.53	49.17	20.56	1.00
NFIL3	1.00	1.00	1.00	41.64	43.07	1.00	1.00	121.85	1.00	1.00
NFKB1	1.00	1.00	1.00	1.00	137.07	112.66	1.00	1.00	1.00	1.00
NFKB2	1.00	1.00	1.00	1.00	61.04	48.87	1.00	1.00	1.00	1.00
NFKBIB	1.00	92.02	28.26	43.13	3.82	1.00	5.14	1.00	43.79	1.00
NFKBID	49.95	1.00	1.00	125.43	163.73	262.13	1.00	1.00	1.00	1.00
NFYC	28.42	1.00	1.00	46.32	1.00	194.09	1.00	61.16	1.00	54.96
NGEF	1.00	1.00	1.00	1.00	1.00	1.00	50.92	1.00	1.00	1.00
NGFRAP1	1.00	1.00	1.00	1.00	1.00	203.74	1.00	259.06	140.14	259.34
NGLY1	244.89	1.00	1.00	31.70	1.00	1.00	71.06	1.00	97.65	1.00
NHLRC2	1.00	1.00	1.00	1.00	1.00	1.00	31.93	1.00	1.00	1.00
NHLRC3	1.00	1.00	1.00	28.19	1.00	1.00	1.00	1.00	1.00	1.00
NID1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	73.61	71.76	1.00
NIPSNAP1	1.00	1.00	1.00	1.00	1.00	45.93	1.00	1.00	1.00	53.99
NIT1	1.00	1.00	1.00	1.00	1.00	58.30	50.51	1.00	1.00	28.38
NIT2	1.00	1.00	1.00	1.00	97.04	1.00	1.00	76.47	1.00	98.97
NKAP	1.00	1.00	1.00	1.00	1.00	120.49	1.00	1.00	65.36	30.06
NKG7	1.00	2539.37	281.15	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NKX3.1	1.00	1.00	1.00	1.00	31.19	1.00	61.50	1.00	1.00	1.00
NLRC3	1.00	58.39	50.91	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NLRC5	1.00	170.87	129.39	1.00	65.00	1.00	1.00	1.00	58.64	19.68
NLRP1	65.48	126.54	150.59	25.19	1.00	1.00	1.00	1.00	114.49	1.00
NLRP12	1.00	14.34	17.22	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NLRP3	1.00	1.00	1.00	407.09	1.00	1.00	1.00	1.00	1.00	1.00
NMD3	1.00	1.00	1.00	77.74	1.00	1.00	1.00	120.05	64.42	53.04
NME1	327.30	1.00	1.00	157.47	1.00	1.00	172.64	141.48	137.98	573.59
NME1.NME2	1.00	1.00	1.00	7.69	1.00	1.00	1.00	1.00	1.00	66.30
NME4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.00	121.42	29.60
NME6	1.00	1.00	89.34	1.00	131.78	47.48	1.00	1.00	111.18	30.30
NME7	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.97
NMRAL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.93
NMRK1	241.43	228.92	1.00	60.48	104.81	1.00	74.47	93.27	1.00	70.35
NMRK2	1.00	1.00	1.00	1.00	1.00	1.00	149.77	1.00	1.00	1.00
NMT1	1.00	1.00	1.00	29.02	70.53	1.00	102.14	1.00	14.45	39.99
NMT2	1.00	33.92	1.00	1.00	1.00	105.96	1.00	1.00	1.00	1.00
NNMT	1.00	1.00	1.00	1.00	1.00	1.00	3846.39	1182.98	529.45	59.72
NOB1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.26	82.26
NOG	1.00	1.00	1.00	1.00	1.00	1.00	69.05	1.00	1.00	1.00
NOL3	1.00	1.00	1.00	1.00	1.00	1.00	45.17	122.86	1.00	41.88
NOL9	1.00	27.38	24.13	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NOMO1	1.00	1.00	1.00	1.00	1.00	1.00	40.63	1.00	78.66	1.00
NOMO2	68.40	1.00	1.00	1.00	1.00	1.00	1.00	1.00	50.43	22.87
NOP16	1.00	1.00	1.00	1.00	1.00	90.75	550.50	113.75	95.33	212.88
NOS3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	436.26	1.00
NOSTRIN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	137.36	1.00
NOTCH4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	170.44	1.00
NOV	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	125.73	1.00
NOX4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	83.37	1.00
NPAT	1.00	1.00	1.00	1.00	68.69	1.00	1.00	1.00	1.00	1.00
NPDC1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	289.88	1.00
NPEPL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	64.88	24.61
NPL	1.00	1.00	1.00	201.52	1.00	1.00	1.00	1.00	1.00	1.00
NPM3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	48.93
NPNT	1.00	1.00	1.00	1.00	1.00	1.00	1.00	68.58	1.00	30.02
NPR1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	161.71	1.00
NPRL2	81.53	1.00	1.00	1.00	154.89	78.73	1.00	1.00	118.53	1.00
NPTN	1.00	1.00	1.00	59.76	202.08	1.00	1.00	223.34	34.53	139.96
NQO1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.60	115.43
NR2F2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	40.60	1.00	1.00
NR3C1	61.86	151.96	223.08	107.10	76.92	41.66	1.00	1.00	12.32	19.34
NRAS	1.00	1.00	1.00	37.63	105.29	1.00	1.00	1.00	57.11	40.59
NRBF2	77.44	1.00	1.00	76.35	1.00	1.00	1.00	1.00	29.78	70.95
NREP	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	102.89	64.68
NRG1	1.00	1.00	1.00	99.87	1.00	1.00	1.00	1.00	1.00	1.00
NRIP2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	158.61	1.00	1.00
NRN1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.06	1.00
NRP1	1.00	1.00	1.00	163.84	1.00	1.00	1.00	247.69	519.23	78.84
NRP2	1.00	1.00	1.00	1.00	151.92	1.00	1.00	1.00	62.56	1.00
NSA2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	73.78
NSDHL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	50.64
NSMAF	1.00	1.00	1.00	70.75	1.00	36.26	1.00	1.00	1.00	21.83
NSMCE1	1.00	1.00	1.00	147.84	68.53	1256.84	274.43	114.66	84.73	106.96
NSUN4	1.00	1.00	1.00	1.00	1.00	40.56	1.00	1.00	1.00	1.00
NSUN5	1.00	1.00	1.00	61.93	44.36	1.00	8.69	1.00	1.00	50.40
NSUN5P2	55.94	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NT5C3	1.00	1.00	134.07	36.95	1.00	1.00	1.00	1.00	1.00	74.16
NT5C3B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	84.97	254.87	47.69
NT5DC1	1.00	1.00	1.00	1.00	71.01	1.00	163.20	1.00	1.00	30.12
NTPCR	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.00
NTRK1	1.00	1.00	1.00	1.00	1.00	85.36	1.00	1.00	1.00	1.00
NTRK2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	137.21	1.00	1.00
NUAK2	92.45	1.00	1.00	1.00	749.28	1.00	1.00	1.00	1.00	1.00
NUB1	1.00	1.00	1.00	34.40	789.25	1.00	1.00	1.00	1.00	20.65
NUCB2	563.44	196.62	1.00	24.58	1.00	168.24	1.00	92.97	94.80	43.91
NUDT1	1.00	1.00	1.00	57.75	135.25	1.00	1.00	1.00	1.00	106.71
NUDT14	1.00	1.00	1.00	1.00	1.00	83.34	228.70	1.00	113.89	67.77
NUDT16L1	1.00	198.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	46.56
NUDT9	1.00	1.00	1.00	1.00	1.00	1.00	48.37	1.00	26.62	24.41
NUP153	1.00	1.00	1.00	28.98	1.00	1.00	1.00	1.00	1.00	1.00
NUP160	1.00	1.00	1.00	1.00	1.00	92.16	1.00	1.00	34.90	22.82
NUP210	1.00	89.65	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NUP37	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	84.94
NUP88	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	106.15	37.53
NUPR1	1.00	1.00	1.00	184.96	1.00	1.00	84.34	374.99	1.00	216.07
NUSAP1	1.00	168.45	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.39
NXN	1.00	1.00	14.32	1.00	1.00	1.00	7.25	1.00	1.00	1.00
NXT2	1.00	1.00	1.00	1.00	109.30	1.00	1.00	1.00	1.00	1.00
OAS2	29.52	1.00	1.00	107.17	179.35	1.00	1.00	1.00	53.97	89.59
OAS3	1.00	1.00	1.00	1.00	1.00	46.98	1.00	1.00	66.60	85.36
OASL	156.07	339.25	1.00	1.00	1.00	1.00	1.00	1.00	1.00	74.85
OBSCN	1.00	1.00	1.00	1.00	1.00	1.00	23.98	1.00	1.00	1.00
OCIAD2	119.51	533.59	718.96	1.00	1.00	1.00	1.00	1.00	164.41	492.20
OCLM	1.00	1.00	1.00	1.00	1.00	1.00	57.09	1.00	1.00	1.00
ODC1	147.46	1.00	1.00	1.00	1.00	1.00	69.43	1.00	68.30	184.31
OFD1	1.00	143.46	126.12	1.00	89.92	1.00	14.05	1.00	37.69	15.45
OLA1	1.00	1.00	1.00	1.00	1.00	1.00	51.39	1.00	1.00	21.24
OLFM1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	189.03	1.00
OLFML1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	85.63	1.00	1.00
OLFML2B	1.00	1.00	1.00	62.46	1.00	1.00	1.00	175.84	1.00	1.00
OLFML3	1.00	1.00	1.00	36.08	1.00	1.00	172.85	177.00	1.00	1.00
OLR1	1.00	1.00	1.00	187.19	1.00	1.00	1.00	1.00	1.00	1.00
OPA3	1.00	23.48	24.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00
ORMDL2	109.26	1.00	1.00	108.17	1.00	1.00	1.00	1.00	70.32	114.93
ORMDL3	72.92	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
OSBPL1A	1.00	1.00	1.00	1.00	1.00	1.00	12.35	40.52	1.00	1.00
OSBPL2	82.22	1.00	1.00	1.00	1.00	1.00	1.00	1.00	34.70	34.58
OSBPL3	82.41	1.00	1.00	1.00	32.09	1.00	18.48	1.00	1.00	33.69
OSBPL5	1.00	1.00	1.00	1.00	1.00	1.00	21.42	44.52	111.23	1.00
OSBPL9	118.61	1.00	1.00	20.75	4.63	259.12	1.00	122.48	1.00	63.18
OSGEP	1.00	1.00	1.00	67.86	1.00	1.00	1.00	1.00	1.00	35.54
OSMR	1.00	1.00	1.00	1.00	1.00	1.00	1.00	116.99	27.73	54.12
OSR2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.67
OTUD1	1.00	1.00	1.00	48.37	1.00	1.00	1.00	1.00	1.00	1.00
OTUD5	1.00	1.00	1.00	60.32	1.00	1.00	1.00	1.00	1.00	1.00
OVOL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	119.10
OXLD1	1.00	1.00	1.00	1.00	39.78	1.00	1.00	1.00	1.00	1.00
P2RX1	60.43	1.00	1.00	58.76	1.00	220.85	1.00	1.00	1.00	1.00
P2RX4	168.47	1.00	1.00	127.31	39.02	1.00	1.00	1.00	1.00	33.66
P2RY10	1.00	142.24	203.14	1.00	70.34	1.00	1.00	1.00	1.00	1.00
P2RY13	1.00	1.00	1.00	58.37	1.00	1.00	1.00	1.00	1.00	1.00
P2RY14	1.00	1.00	1.00	32.45	1.00	106.29	1.00	1.00	1.00	1.00
P2RY2	1.00	1.00	1.00	1.00	1.00	1.00	160.89	1.00	1.00	1.00
P2RY6	1.00	1.00	1.00	36.17	1.00	1.00	1.00	1.00	239.93	1.00
P2RY8	144.50	114.15	1.00	14.37	55.00	1.00	1.00	1.00	1.00	1.00
PACS1	1.00	1.00	1.00	1.00	42.90	1.00	1.00	1.00	1.00	1.00
PACSIN3	1.00	1.00	1.00	1.00	1.00	1.00	77.02	1.00	1.00	38.33
PADI2	1.00	1.00	1.00	1.00	8.83	1.00	636.72	1.00	1.00	1.00
PAFAH1B1	1.00	66.02	1.00	29.85	1.00	32.28	22.14	1.00	1.00	16.91
PAFAH1B3	247.15	1.00	1.00	1.00	1.00	1.00	203.03	1.00	1.00	101.29
PAG1	44.58	57.92	67.04	1.00	1.00	65.97	1.00	1.00	1.00	1.00
PAICS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	97.49	83.17
PAK1	55.17	1.00	1.00	99.38	47.72	163.99	1.00	1.00	1.00	33.41
PALLD	1.00	1.00	1.00	1.00	61.04	1.00	49.85	174.03	1.00	37.47
PALMD	1.00	1.00	1.00	1.00	1.00	1.00	18.83	1.00	432.27	21.82
PAPD4	1.00	1.00	1.00	155.92	1.00	1.00	1.00	1.00	34.75	32.66
PAPSS1	116.55	1.00	1.00	1.00	285.70	1.00	1.00	1.00	1.00	52.61
PAQR7	25.87	1.00	1.00	1.00	1.00	67.22	1.00	1.00	1.00	30.53
PAR.SN	1.00	1.00	1.00	1.00	1.00	1.00	114.30	1.00	1.00	1.00
PARL	1.00	1.00	1.00	239.95	1.00	1.00	1.00	94.79	84.26	124.43
PARM1	108.76	1.00	1.00	1.00	1.00	1.00	1.00	146.83	1.00	1.00
PARP15	1.00	156.40	169.45	27.82	25.80	1.00	1.00	1.00	1.00	1.00
PARP4	1.00	100.67	1.00	1.00	62.08	245.06	1.00	1.00	73.42	22.42
PARP8	1.00	192.22	154.67	35.06	1.00	1.00	1.00	1.00	1.00	1.00
PARVA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	42.58	1.00	1.00
PARVG	1.00	238.52	110.80	102.31	1.00	201.18	1.00	1.00	1.00	1.00
PASK	1.00	1.00	90.74	1.00	1.00	1.00	1.00	1.00	1.00	1.00
PBDC1	73.98	211.26	1.00	158.88	1.00	161.92	1.00	1.00	416.61	78.20
PBRM1	1.00	1.00	1.00	27.20	1.00	1.00	29.84	1.00	1.00	1.00
PBX4	1.00	83.13	151.25	1.00	1.00	1.00	1.00	1.00	1.00	1.00
PBXIP1	1.00	313.37	592.85	61.41	105.40	107.74	121.66	97.33	113.19	1.00
PCDH12	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	248.36	1.00
PCDH18	1.00	1.00	1.00	1.00	1.00	1.00	1.00	79.08	1.00	1.00
PCED1A	1.00	1.00	1.00	1.00	1.00	1.00	30.62	1.00	78.59	1.00
PCED1B.AS1	27.25	72.39	78.13	1.00	1.00	1.00	1.00	1.00	1.00	1.00
PCGF1	1.00	1.00	1.00	39.23	55.18	1.00	1.00	1.00	1.00	74.91
PCGF3	1.00	1.00	1.00	1.00	1.00	1.00	40.85	1.00	2.46	1.00
PCNA	1.00	1.00	1.00	46.49	1.00	1.00	1.00	1.00	78.94	180.84
PCNT	1.00	1.00	1.00	1.00	36.69	1.00	51.74	1.00	13.23	1.00
PCOLCE	1.00	1.00	1.00	1.00	1.00	1.00	1.00	510.59	1.00	1.00
PCSK7	1.00	1.00	113.46	84.09	1.00	1.00	1.00	64.70	61.77	1.00
PCYOX1L	1.00	1.00	1.00	26.01	1.00	1.00	1.00	1.00	1.00	1.00
PDCD1	1.00	172.27	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
PDCD1LG2	1.00	1.00	1.00	37.64	325.68	45.26	1.00	1.00	1.00	1.00
PDCD4	80.44	596.68	551.23	15.90	1.00	283.40	1.00	57.60	73.17	85.73
PDCL3	1.00	451.67	558.05	38.07	1427.55	132.40	1.00	65.00	249.58	108.89
PDE1A	1.00	1.00	1.00	1.00	1.00	1.00	1.00	81.93	1.00	1.00
PDE2A	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	279.69	1.00
PDE3B	1.00	148.51	104.82	1.00	1.00	1.00	1.00	1.00	1.00	1.00
PDE4A	1.00	1.00	1.00	1.00	1.00	33.83	1.00	1.00	1.00	1.00
PDE4B	588.61	389.45	659.07	288.33	155.08	1.00	30.58	1.00	1.00	1.00
PDE4D	1.00	122.45	99.61	1.00	1.00	1.00	69.16	1.00	74.70	1.00
PDE4DIP	67.10	1.00	1.00	14.54	43.33	1.00	1039.78	78.54	1.00	30.51
PDE7B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52.38	1.00
PDGFA	1.00	1.00	1.00	1.00	1.00	1.00	98.72	410.21	72.43	63.91
PDGFRA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65.27	1.00	1.00
PDGFRB	1.00	1.00	1.00	1.00	1.00	1.00	1.00	315.96	1.00	1.00
PDGFRL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	182.47	1.00	1.00
PDHX	1.00	1.00	1.00	1.00	1.00	1.00	48.40	1.00	1.00	29.09
PDIA5	123.33	1.00	1.00	1.00	1.00	1.00	1.00	1.00	118.54	42.90
PDK1	95.81	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	18.74
PDK2	1.00	1.00	1.00	1.00	1.00	1.00	115.03	63.16	60.74	42.90
PDK3	1.00	1.00	1.00	18.43	1.00	1.00	1.00	51.95	1.00	1.00
PDK4	1.00	1.00	1.00	514.35	1.00	1.00	409.25	621.52	250.40	1.00
PDLIM1	1.00	1.00	1.00	1.00	139.74	1.00	852.99	235.57	1462.60	408.97
PDLIM3	1.00	1.00	1.00	1.00	1.00	1.00	1014.27	238.65	117.05	1.00
PDLIM4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	85.25	102.69	125.31
PDLIM7	1.00	1.00	1.00	17.38	1.00	53.01	608.80	378.54	478.13	210.15
PDP1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	66.57
PDPK1	1.00	1.00	1.00	1.00	39.15	1.00	50.39	1.00	1.00	1.00
PDPN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	93.98	1.00	151.55
PDZK1IP1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	141.55
PEA15	36.67	1.00	1.00	85.72	126.02	1.00	1.00	75.88	219.41	17.78
PECAM1	111.66	1.00	1.00	39.18	1.00	1.00	1.00	1.00	526.74	1.00
PELO	57.79	54.73	1.00	1.00	1.00	1.00	1.00	44.89	75.32	1.00
PERP	25.24	1.00	1.00	1.00	1.00	1.00	222.11	41.40	1.00	1003.04
PEX10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	98.03	27.17
PEX26	1.00	1.00	1.00	1.00	43.98	1.00	1.00	1.00	1.00	1.00
PFDN4	1.00	1.00	1.00	1.00	1.00	1.00	49.65	1.00	1.00	31.48
PFDN6	1.00	1.00	1.00	1.00	45.04	1.00	1.00	1.00	1.00	1.00
PFKM	1.00	1.00	1.00	1.00	48.48	1.00	238.63	81.69	38.23	34.17
PFN2	1.00	1.00	1.00	1.00	1.00	1.00	515.53	121.05	1.00	124.86
PGAM2	1.00	1.00	1.00	1.00	1.00	1.00	544.26	1.00	1.00	1.00
PGF	1.00	1.00	1.00	1.00	1.00	1.00	1.00	357.50	317.48	1.00
PGM1	1.00	1.00	1.00	1.00	173.41	1.00	400.12	1.00	1.00	52.65
PGM3	193.88	1.00	1.00	54.94	1.00	1.07	1.00	1.00	1.00	48.08
PGRMC1	1.00	1.00	1.00	1.00	1.00	1.00	93.90	141.20	100.07	92.85
PHC2	1.00	1.00	1.00	1.00	1.00	1.00	44.29	1.00	1.00	1.00
PHF1	100.21	1.00	1.00	1.00	1.00	45.59	1.00	1.00	1.00	1.00
PHF11	1.00	1.00	114.11	45.22	72.83	1.00	39.62	85.68	1.00	33.30
PHF17	1.00	1.00	1.00	1.00	1.00	55.24	1.00	46.55	1.00	1.00
PHF20	1.00	1.00	1.00	28.44	1.00	63.56	1.00	1.00	1.00	16.33
PHF5A	143.15	1.00	1.00	59.22	1.00	1.00	1.00	1.00	103.92	67.06
PHGDH	120.09	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	126.32
PHIP	1.00	1.00	1.00	1.00	26.95	46.01	1.00	1.00	1.00	1.00
PHLDA2	1.00	1.00	1.00	150.33	86.93	89.84	1.00	467.23	1.00	240.50
PHLDA3	1.00	1.00	1.00	1.00	1.00	1.00	127.89	1.00	1.00	28.56
PHLDB2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	100.04	25.87	50.78
PHTF1	1.00	1.00	1.00	1.00	1.00	35.41	1.00	1.00	1.00	1.00
PHYH	1.00	1.00	1.00	26.76	1.00	120.92	206.93	107.03	78.35	27.74
PI15	1.00	1.00	1.00	1.00	1.00	1.00	1.00	214.64	1.00	1.00
PI3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	276.96
PI4KA	1.00	1.00	1.00	20.82	1.00	44.19	1.00	1.00	1.00	1.00
PIAS2	1.00	1.00	1.00	30.49	1.00	1.00	1.00	1.00	1.00	1.00
PIAS4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	114.08	1.00
PICALM	1.00	1.00	1.00	25.97	112.71	1.00	1.00	1.00	78.30	1.00
PID1	1.00	1.00	1.00	69.69	1.00	1.00	1.00	1.00	1.00	1.00
PIGC	1.00	1.00	1.00	1.00	83.10	1.00	1.00	1.00	1.00	49.82
PIGG	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	154.90	21.95
PIGH	195.35	1.00	1.00	1.00	1.00	1.00	42.30	89.96	1.00	68.21
PIGP	1.00	1.00	1.00	1.00	1.00	1.00	99.01	1.00	1.00	33.05
PIH1D1	1.00	1.00	141.96	31.85	1.00	1.00	81.42	77.65	202.90	140.74
PIK3CD	1.00	90.38	76.64	32.29	1.00	19.68	1.00	1.00	1.00	24.60
PIK3CG	223.11	1.00	1.00	1.00	113.36	1.00	1.00	1.00	1.00	1.00
PIK3IP1	1.00	803.40	997.88	360.30	1.00	199.26	1.00	1.00	128.22	1.00
PIK3R1	1.00	131.77	82.57	1.00	1.00	1.00	199.60	1.00	1.00	1.00
PIK3R3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	144.63	1.00
PIK3R5	43.27	1.00	106.37	123.34	22.69	1.00	1.00	1.00	1.00	1.00
PIK3R6	1.00	1.00	1.00	1.00	1.00	189.27	1.00	1.00	1.00	1.00
PIKFYVE	1.00	1.00	1.00	1.00	8.87	45.45	1.00	1.00	1.00	1.00
PILRA	1.00	1.00	1.00	360.44	1.00	1.00	1.00	1.00	1.00	1.00
PILRB	44.53	124.61	1.00	1.00	1.00	1.00	1.00	1.00	105.26	46.69
PIM1	567.04	157.99	182.90	24.88	78.36	1.00	1.00	253.05	1.00	180.97
PIM2	3500.06	536.93	978.48	49.50	182.29	573.18	1.00	42.56	1.00	1.00
PINX1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	126.74	1.00
PION	1.00	1.00	1.00	72.63	1.00	1.00	1.00	1.00	1.00	1.00
PIP4K2A	55.58	893.29	567.01	121.46	99.54	404.15	1.00	111.97	75.33	20.56
PISD	1.00	1.00	1.00	69.64	1.00	1.00	1.00	1.00	140.05	91.42
PITX2	1.00	1.00	1.00	1.00	1.00	1.00	150.49	1.00	1.00	1.00
PJA1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.56
PKIG	1.00	1.00	1.00	1.00	1.00	152.83	813.41	571.15	576.40	56.66
PKN1	1.00	1.00	1.00	69.20	1.00	1.00	1.00	1.00	10.78	1.00
PKP1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	112.12
PKP3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	144.22
PKP4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	102.09	1.00
PLA1A	1.00	1.00	1.00	1.00	1.00	1.00	102.88	1.00	265.70	1.00
PLA2G15	1.00	1.00	1.00	97.44	1.00	94.59	1.00	1.00	1.00	1.00
PLA2G16	52.98	1.00	1.00	1.00	131.53	1.00	54.65	1.00	89.16	1.00
PLA2G2A	1.00	1.00	1.00	1.00	1.00	259.28	1.00	1335.56	1.00	1.00
PLA2G4A	1.00	1.00	1.00	1.00	1.00	110.89	1.00	1.00	1.00	1.00
PLA2G4B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.28
PLAC8	1.00	22.80	86.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00
PLAC9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	185.03	1.00	1.00
PLAGL1	1.00	1.00	1.00	1.00	1.00	35.59	1.00	49.75	1.00	1.00
PLAT	1.00	1.00	1.00	1.00	1.00	271.03	1.00	1.00	111.79	91.39
PLAU	1.00	1.00	1.00	799.88	1.00	545.41	1.00	297.88	578.44	534.21
PLAUR	1.00	1.00	1.00	5576.51	2.20	945.31	1.00	216.15	291.69	369.89
PLBD1	1.00	1.00	1.00	250.52	1.00	1.00	7.72	1.00	1.00	89.47
PLBD2	1.00	1.00	1.00	93.87	1.00	1.00	1.00	42.13	1.00	1.00
PLCE1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	46.28	1.00	1.00
